condition	seed	template	benchmark	data_lang	instr_lang	extractor	gold	n_gold	pred_entailment	pred_neutral	pred_contradiction	pred_none	acc_on_gold	via_tier1a_english	via_tier1b_native	via_tier2_glued	via_tier3_paraphrase	tier2_pred_entailment	tier2_cjk_frame
condition-2-es-5k	42	2	xnli	ur	en	refined	contradiction	1670	0	19	1651	0	0.9886	1670	0	0	0	0	0
condition-2-es-5k	42	2	xnli	ur	en	refined	neutral	1670	1	21	1634	14	0.0126	1656	0	0	0	0	0
condition-2-es-5k	42	2	xnli	ur	es	refined	entailment	1670	351	523	796	0	0.2102	1670	0	0	0	0	0
condition-2-es-5k	42	2	xnli	ur	es	refined	contradiction	1670	128	361	1181	0	0.7072	1670	0	0	0	0	0
condition-2-es-5k	42	2	xnli	ur	es	refined	neutral	1670	296	494	879	1	0.2958	1668	1	0	0	0	0
condition-2-es-5k	42	2	xnli	zh	en	refined	entailment	1670	419	1	1246	4	0.2509	1663	3	0	0	0	0
condition-2-es-5k	42	2	xnli	zh	en	refined	contradiction	1670	50	0	1620	0	0.9701	1668	2	0	0	0	0
condition-2-es-5k	42	2	xnli	zh	en	refined	neutral	1670	214	1	1455	0	0.0006	1665	5	0	0	0	0
condition-2-es-5k	42	2	xnli	zh	es	refined	entailment	1670	1563	67	32	8	0.9359	1659	3	0	0	0	0
condition-2-es-5k	42	2	xnli	zh	es	refined	contradiction	1670	1197	215	255	3	0.1527	1656	11	0	0	0	0
condition-2-es-5k	42	2	xnli	zh	es	refined	neutral	1670	1594	45	27	4	0.0269	1666	0	0	0	0	0
condition-2-es-5k	456	1	xnli	en	en	refined	entailment	1670	1514	48	107	1	0.9066	1669	0	0	0	0	0
condition-2-es-5k	456	1	xnli	en	en	refined	contradiction	1670	501	100	1069	0	0.6401	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	en	en	refined	neutral	1670	1343	46	281	0	0.0275	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	en	es	refined	entailment	1670	1618	7	45	0	0.9689	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	en	es	refined	contradiction	1670	945	60	664	1	0.3976	1669	0	0	0	0	0
condition-2-es-5k	456	1	xnli	en	es	refined	neutral	1670	1563	7	100	0	0.0042	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	es	en	refined	entailment	1670	1474	101	95	0	0.8826	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	es	en	refined	contradiction	1670	611	231	828	0	0.4958	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	es	en	refined	neutral	1670	1369	84	217	0	0.0503	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	es	es	refined	entailment	1670	1593	15	62	0	0.9539	1630	40	0	0	0	0
condition-2-es-5k	456	1	xnli	es	es	refined	contradiction	1670	1037	57	576	0	0.3449	1434	236	0	0	0	0
condition-2-es-5k	456	1	xnli	es	es	refined	neutral	1670	1543	5	122	0	0.0030	1594	76	0	0	0	0
condition-2-es-5k	456	1	xnli	ur	en	refined	entailment	1670	1052	187	431	0	0.6299	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	ur	en	refined	contradiction	1670	492	149	1029	0	0.6162	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	ur	en	refined	neutral	1670	958	151	561	0	0.0904	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	ur	es	refined	entailment	1670	1333	13	324	0	0.7982	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	ur	es	refined	contradiction	1670	807	19	844	0	0.5054	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	ur	es	refined	neutral	1670	1287	6	377	0	0.0036	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	zh	en	refined	entailment	1670	1642	0	28	0	0.9832	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	zh	en	refined	contradiction	1670	1187	16	467	0	0.2796	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	zh	en	refined	neutral	1670	1613	0	57	0	0.0000	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	zh	es	refined	entailment	1670	1664	0	6	0	0.9964	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	zh	es	refined	contradiction	1670	1612	1	57	0	0.0341	1670	0	0	0	0	0
condition-2-es-5k	456	1	xnli	zh	es	refined	neutral	1670	1666	0	4	0	0.0000	1670	0	0	0	0	0
condition-2-es-5k	456	2	xnli	en	en	refined	entailment	1670	114	343	1210	3	0.0683	1667	0	0	0	0	0
condition-2-es-5k	456	2	xnli	en	en	refined	contradiction	1670	2	169	1499	0	0.8976	1670	0	0	0	0	0
condition-2-es-5k	456	2	xnli	en	en	refined	neutral	1670	27	220	1422	1	0.1317	1669	0	0	0	0	0
condition-2-es-5k	456	2	xnli	en	es	refined	entailment	1670	413	1108	149	0	0.2473	1670	0	0	0	0	0
condition-2-es-5k	456	2	xnli	en	es	refined	contradiction	1670	57	1226	387	0	0.2317	1670	0	0	0	0	0
condition-2-es-5k	456	2	xnli	en	es	refined	neutral	1670	310	1149	211	0	0.6880	1670	0	0	0	0	0
condition-2-es-5k	456	2	xnli	es	en	refined	entailment	1670	90	322	1246	12	0.0539	1658	0	0	0	0	0
condition-2-es-5k	456	2	xnli	es	en	refined	contradiction	1670	11	149	1509	1	0.9036	1669	0	0	0	0	0
condition-2-es-5k	456	2	xnli	es	en	refined	neutral	1670	42	204	1414	10	0.1222	1660	0	0	0	0	0
condition-2-es-5k	456	2	xnli	es	es	refined	entailment	1670	372	692	604	2	0.2228	1064	604	0	0	0	0
condition-2-es-5k	456	2	xnli	es	es	refined	contradiction	1670	106	563	1001	0	0.5994	676	994	0	0	0	0
condition-2-es-5k	456	2	xnli	es	es	refined	neutral	1670	311	513	845	1	0.3072	824	845	0	0	0	0
condition-2-es-5k	456	2	xnli	ur	en	refined	entailment	1670	0	65	1584	21	0.0000	1649	0	0	0	0	0
condition-2-es-5k	456	2	xnli	ur	en	refined	contradiction	1670	0	39	1631	0	0.9766	1670	0	0	0	0	0
condition-2-es-5k	456	2	xnli	ur	en	refined	neutral	1670	1	45	1605	19	0.0269	1651	0	0	0	0	0
condition-2-es-5k	456	2	xnli	ur	es	refined	entailment	1670	374	648	648	0	0.2240	1670	0	0	0	0	0
condition-2-es-5k	456	2	xnli	ur	es	refined	contradiction	1670	142	518	1010	0	0.6048	1670	0	0	0	0	0
condition-2-es-5k	456	2	xnli	ur	es	refined	neutral	1670	318	626	722	4	0.3749	1666	0	0	0	0	0
condition-2-es-5k	456	2	xnli	zh	en	refined	entailment	1670	454	5	1207	4	0.2719	1660	6	0	0	0	0
condition-2-es-5k	456	2	xnli	zh	en	refined	contradiction	1670	57	1	1612	0	0.9653	1668	2	0	0	0	0
condition-2-es-5k	456	2	xnli	zh	en	refined	neutral	1670	240	3	1427	0	0.0018	1665	5	0	0	0	0
condition-2-es-5k	456	2	xnli	zh	es	refined	entailment	1670	1574	67	22	7	0.9425	1658	5	0	0	0	0
condition-2-es-5k	456	2	xnli	zh	es	refined	contradiction	1670	1274	235	158	3	0.0946	1643	24	0	0	0	0
condition-2-es-5k	456	2	xnli	zh	es	refined	neutral	1670	1606	48	11	5	0.0287	1662	3	0	0	0	0
condition-2-ur-5k	123	1	xnli	en	en	refined	entailment	1670	1575	29	66	0	0.9431	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	en	en	refined	contradiction	1670	639	98	933	0	0.5587	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	en	en	refined	neutral	1670	1484	24	162	0	0.0144	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	en	ur	refined	entailment	1670	1664	6	0	0	0.9964	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	en	ur	refined	contradiction	1670	1547	69	54	0	0.0323	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	en	ur	refined	neutral	1670	1661	6	3	0	0.0036	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	es	en	refined	entailment	1670	1614	25	31	0	0.9665	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	es	en	refined	contradiction	1670	968	123	579	0	0.3467	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	es	en	refined	neutral	1670	1583	9	78	0	0.0054	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	es	ur	refined	entailment	1670	1668	2	0	0	0.9988	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	es	ur	refined	contradiction	1670	1628	20	22	0	0.0132	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	es	ur	refined	neutral	1670	1668	0	2	0	0.0000	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	ur	en	refined	entailment	1670	1627	7	36	0	0.9743	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	ur	en	refined	contradiction	1670	1307	39	324	0	0.1940	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	ur	en	refined	neutral	1670	1621	5	44	0	0.0030	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	ur	ur	refined	entailment	1670	1669	1	0	0	0.9994	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	ur	ur	refined	contradiction	1670	1657	4	9	0	0.0054	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	ur	ur	refined	neutral	1670	1668	1	1	0	0.0006	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	zh	en	refined	entailment	1670	1655	0	15	0	0.9910	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	zh	en	refined	contradiction	1670	1316	12	342	0	0.2048	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	zh	en	refined	neutral	1670	1643	1	26	0	0.0006	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	zh	ur	refined	entailment	1670	1670	0	0	0	1.0000	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	zh	ur	refined	contradiction	1670	1667	2	1	0	0.0006	1670	0	0	0	0	0
condition-2-ur-5k	123	1	xnli	zh	ur	refined	neutral	1670	1670	0	0	0	0.0000	1670	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	en	en	refined	entailment	1670	531	112	1025	2	0.3180	1668	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	en	en	refined	contradiction	1670	20	52	1598	0	0.9569	1670	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	en	en	refined	neutral	1670	241	69	1360	0	0.0413	1670	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	en	ur	refined	entailment	1670	384	573	709	4	0.2299	1666	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	en	ur	refined	contradiction	1670	44	621	1005	0	0.6018	1670	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	en	ur	refined	neutral	1670	175	545	950	0	0.3263	1670	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	es	en	refined	entailment	1670	586	61	1021	2	0.3509	1668	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	es	en	refined	contradiction	1670	61	34	1575	0	0.9431	1670	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	es	en	refined	neutral	1670	310	38	1320	2	0.0228	1668	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	es	ur	refined	entailment	1670	691	186	790	3	0.4138	1667	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	es	ur	refined	contradiction	1670	128	261	1281	0	0.7671	1670	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	es	ur	refined	neutral	1670	363	174	1133	0	0.1042	1670	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	ur	en	refined	entailment	1670	141	6	1523	0	0.0844	1670	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	ur	en	refined	contradiction	1670	25	4	1641	0	0.9826	1670	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	ur	en	refined	neutral	1670	84	6	1579	1	0.0036	1669	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	ur	ur	refined	entailment	1670	1479	65	124	2	0.8856	1668	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	ur	ur	refined	contradiction	1670	1147	195	326	2	0.1952	1668	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	ur	ur	refined	neutral	1670	1489	60	120	1	0.0359	1669	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	zh	en	refined	entailment	1670	1144	0	526	0	0.6850	1670	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	zh	en	refined	contradiction	1670	332	0	1338	0	0.8012	1670	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	zh	en	refined	neutral	1670	910	0	760	0	0.0000	1670	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	zh	ur	refined	entailment	1670	1435	10	223	2	0.8593	1668	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	zh	ur	refined	contradiction	1670	754	47	869	0	0.5204	1670	0	0	0	0	0
condition-2-ur-5k	123	2	xnli	zh	ur	refined	neutral	1670	1296	8	366	0	0.0048	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	en	en	refined	entailment	1670	1470	29	171	0	0.8802	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	en	en	refined	contradiction	1670	397	62	1211	0	0.7251	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	en	en	refined	neutral	1670	1250	24	396	0	0.0144	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	en	ur	refined	entailment	1670	1659	6	5	0	0.9934	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	en	ur	refined	contradiction	1670	1389	63	218	0	0.1305	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	en	ur	refined	neutral	1670	1645	7	18	0	0.0042	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	es	en	refined	entailment	1670	1540	27	103	0	0.9222	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	es	en	refined	contradiction	1670	671	86	913	0	0.5467	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	es	en	refined	neutral	1670	1435	21	214	0	0.0126	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	es	ur	refined	entailment	1670	1662	4	4	0	0.9952	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	es	ur	refined	contradiction	1670	1515	23	132	0	0.0790	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	es	ur	refined	neutral	1670	1657	1	12	0	0.0006	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	ur	en	refined	entailment	1670	1483	14	173	0	0.8880	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	ur	en	refined	contradiction	1670	912	27	731	0	0.4377	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	ur	en	refined	neutral	1670	1429	10	231	0	0.0060	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	ur	ur	refined	entailment	1670	1663	1	5	1	0.9958	1669	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	ur	ur	refined	contradiction	1670	1644	4	22	0	0.0132	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	ur	ur	refined	neutral	1670	1661	0	9	0	0.0000	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	zh	en	refined	entailment	1670	1624	0	46	0	0.9725	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	zh	en	refined	contradiction	1670	1041	8	621	0	0.3719	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	zh	en	refined	neutral	1670	1585	0	85	0	0.0000	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	zh	ur	refined	entailment	1670	1670	0	0	0	1.0000	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	zh	ur	refined	contradiction	1670	1658	2	10	0	0.0060	1670	0	0	0	0	0
condition-2-ur-5k	42	1	xnli	zh	ur	refined	neutral	1670	1670	0	0	0	0.0000	1670	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	en	en	refined	entailment	1670	314	81	1273	2	0.1880	1668	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	en	en	refined	contradiction	1670	9	28	1633	0	0.9778	1670	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	en	en	refined	neutral	1670	106	50	1514	0	0.0299	1670	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	en	ur	refined	entailment	1670	51	249	1359	11	0.0305	1659	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	en	ur	refined	contradiction	1670	2	125	1543	0	0.9240	1670	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	en	ur	refined	neutral	1670	12	139	1516	3	0.0832	1667	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	es	en	refined	entailment	1670	348	49	1266	7	0.2084	1663	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	es	en	refined	contradiction	1670	30	18	1621	1	0.9707	1669	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	es	en	refined	neutral	1670	153	21	1494	2	0.0126	1668	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	es	ur	refined	entailment	1670	107	101	1450	12	0.0641	1658	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	es	ur	refined	contradiction	1670	8	72	1590	0	0.9521	1670	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	es	ur	refined	neutral	1670	40	52	1576	2	0.0311	1668	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	ur	en	refined	entailment	1670	28	2	1640	0	0.0168	1670	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	ur	en	refined	contradiction	1670	3	1	1665	1	0.9970	1669	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	ur	en	refined	neutral	1670	11	2	1657	0	0.0012	1670	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	ur	ur	refined	entailment	1670	829	43	795	3	0.4964	1667	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	ur	ur	refined	contradiction	1670	517	107	1043	3	0.6246	1667	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	ur	ur	refined	neutral	1670	835	40	787	8	0.0240	1662	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	zh	en	refined	entailment	1670	866	0	804	0	0.5186	1670	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	zh	en	refined	contradiction	1670	157	0	1513	0	0.9060	1670	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	zh	en	refined	neutral	1670	560	0	1110	0	0.0000	1670	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	zh	ur	refined	entailment	1670	597	4	1067	2	0.3575	1668	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	zh	ur	refined	contradiction	1670	148	4	1518	0	0.9090	1670	0	0	0	0	0
condition-2-ur-5k	42	2	xnli	zh	ur	refined	neutral	1670	349	2	1318	1	0.0012	1669	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	en	en	refined	entailment	1670	1446	51	173	0	0.8659	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	en	en	refined	contradiction	1670	378	88	1204	0	0.7210	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	en	en	refined	neutral	1670	1213	47	410	0	0.0281	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	en	ur	refined	entailment	1670	1651	17	2	0	0.9886	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	en	ur	refined	contradiction	1670	1480	123	67	0	0.0401	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	en	ur	refined	neutral	1670	1656	11	3	0	0.0066	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	es	en	refined	entailment	1670	1516	48	106	0	0.9078	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	es	en	refined	contradiction	1670	640	135	895	0	0.5359	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	es	en	refined	neutral	1670	1420	33	217	0	0.0198	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	es	ur	refined	entailment	1670	1663	5	2	0	0.9958	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	es	ur	refined	contradiction	1670	1603	29	38	0	0.0228	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	es	ur	refined	neutral	1670	1665	2	3	0	0.0012	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	ur	en	refined	entailment	1670	1514	27	129	0	0.9066	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	ur	en	refined	contradiction	1670	985	61	624	0	0.3737	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	ur	en	refined	neutral	1670	1454	24	192	0	0.0144	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	ur	ur	refined	entailment	1670	1666	3	1	0	0.9976	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	ur	ur	refined	contradiction	1670	1632	13	25	0	0.0150	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	ur	ur	refined	neutral	1670	1662	3	5	0	0.0018	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	zh	en	refined	entailment	1670	1611	1	58	0	0.9647	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	zh	en	refined	contradiction	1670	1022	13	635	0	0.3802	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	zh	en	refined	neutral	1670	1574	1	95	0	0.0006	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	zh	ur	refined	entailment	1670	1670	0	0	0	1.0000	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	zh	ur	refined	contradiction	1670	1664	2	4	0	0.0024	1670	0	0	0	0	0
condition-2-ur-5k	456	1	xnli	zh	ur	refined	neutral	1670	1670	0	0	0	0.0000	1670	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	en	en	refined	entailment	1670	203	162	1302	3	0.1216	1667	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	en	en	refined	contradiction	1670	7	57	1606	0	0.9617	1670	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	en	en	refined	neutral	1670	56	88	1526	0	0.0527	1670	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	en	ur	refined	entailment	1670	171	853	640	6	0.1024	1664	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	en	ur	refined	contradiction	1670	19	904	747	0	0.4473	1670	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	en	ur	refined	neutral	1670	63	848	757	2	0.5078	1668	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	es	en	refined	entailment	1670	268	85	1311	6	0.1605	1664	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	es	en	refined	contradiction	1670	23	35	1612	0	0.9653	1670	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	es	en	refined	neutral	1670	108	48	1509	5	0.0287	1665	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	es	ur	refined	entailment	1670	312	573	782	3	0.1868	1667	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	es	ur	refined	contradiction	1670	51	677	942	0	0.5641	1670	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	es	ur	refined	neutral	1670	140	578	951	1	0.3461	1669	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	ur	en	refined	entailment	1670	32	12	1625	1	0.0192	1669	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	ur	en	refined	contradiction	1670	3	4	1662	1	0.9952	1669	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	ur	en	refined	neutral	1670	11	9	1649	1	0.0054	1669	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	ur	ur	refined	entailment	1670	1108	416	141	5	0.6635	1665	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	ur	ur	refined	contradiction	1670	748	706	213	3	0.1275	1667	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	ur	ur	refined	neutral	1670	1123	400	146	1	0.2395	1669	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	zh	en	refined	entailment	1670	627	0	1043	0	0.3754	1670	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	zh	en	refined	contradiction	1670	91	0	1579	0	0.9455	1670	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	zh	en	refined	neutral	1670	355	1	1314	0	0.0006	1670	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	zh	ur	refined	entailment	1670	1183	65	419	3	0.7084	1667	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	zh	ur	refined	contradiction	1670	514	215	941	0	0.5635	1670	0	0	0	0	0
condition-2-ur-5k	456	2	xnli	zh	ur	refined	neutral	1670	972	73	625	0	0.0437	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	en	en	refined	entailment	1670	1575	27	68	0	0.9431	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	en	en	refined	contradiction	1670	695	92	883	0	0.5287	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	en	en	refined	neutral	1670	1495	22	153	0	0.0132	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	en	zh	refined	entailment	1670	1667	3	0	0	0.9982	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	en	zh	refined	contradiction	1670	1662	8	0	0	0.0000	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	en	zh	refined	neutral	1670	1670	0	0	0	0.0000	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	es	en	refined	entailment	1670	1591	41	38	0	0.9527	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	es	en	refined	contradiction	1670	948	167	555	0	0.3323	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	es	en	refined	neutral	1670	1560	26	84	0	0.0156	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	es	zh	refined	entailment	1670	1669	1	0	0	0.9994	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	es	zh	refined	contradiction	1670	1668	2	0	0	0.0000	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	es	zh	refined	neutral	1670	1670	0	0	0	0.0000	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	ur	en	refined	entailment	1670	1280	121	269	0	0.7665	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	ur	en	refined	contradiction	1670	706	137	827	0	0.4952	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	ur	en	refined	neutral	1670	1228	92	350	0	0.0551	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	ur	zh	refined	entailment	1670	1639	12	6	13	0.9814	1649	6	2	0	2	1
condition-2-zh-5k	123	1	xnli	ur	zh	refined	contradiction	1670	1631	18	17	4	0.0102	1649	17	0	0	0	0
condition-2-zh-5k	123	1	xnli	ur	zh	refined	neutral	1670	1640	7	10	13	0.0042	1647	10	0	0	0	0
condition-2-zh-5k	123	1	xnli	zh	en	refined	entailment	1670	1655	0	15	0	0.9910	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	zh	en	refined	contradiction	1670	1335	13	322	0	0.1928	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	zh	en	refined	neutral	1670	1647	0	23	0	0.0000	1670	0	0	0	0	0
condition-2-zh-5k	123	1	xnli	zh	zh	refined	entailment	1670	1663	1	6	0	0.9958	1664	6	0	0	0	0
condition-2-zh-5k	123	1	xnli	zh	zh	refined	contradiction	1670	1665	3	2	0	0.0012	1668	2	0	0	0	0
condition-2-zh-5k	123	1	xnli	zh	zh	refined	neutral	1670	1666	0	4	0	0.0000	1666	4	0	0	0	0
condition-2-zh-5k	123	2	xnli	en	en	refined	entailment	1670	284	227	1158	1	0.1701	1669	0	0	0	0	0
