condition	seed	template	benchmark	data_lang	instr_lang	extractor	gold_category	n_gold	correct	acc_on_gold	pred_science_technology	pred_travel	pred_politics	pred_sports	pred_health	pred_entertainment	pred_geography	pred_none
condition-2-ur-5k	456	2	sib200	es	ur	refined	politics	30	26	0.8667	0	0	26	0	0	0	1	3
condition-2-ur-5k	456	2	sib200	es	ur	refined	sports	25	18	0.7200	2	0	3	18	1	0	0	1
condition-2-ur-5k	456	2	sib200	es	ur	refined	health	22	4	0.1818	13	0	2	1	4	0	0	2
condition-2-ur-5k	456	2	sib200	es	ur	refined	entertainment	19	2	0.1053	7	2	4	0	0	2	0	4
condition-2-ur-5k	456	2	sib200	es	ur	refined	geography	17	11	0.6471	5	0	0	0	0	0	11	1
condition-2-ur-5k	456	2	sib200	ur	en	refined	science/technology	51	49	0.9608	49	0	2	0	0	0	0	0
condition-2-ur-5k	456	2	sib200	ur	en	refined	travel	40	22	0.5500	10	22	8	0	0	0	0	0
condition-2-ur-5k	456	2	sib200	ur	en	refined	politics	30	29	0.9667	0	0	29	1	0	0	0	0
condition-2-ur-5k	456	2	sib200	ur	en	refined	sports	25	15	0.6000	5	0	2	15	3	0	0	0
condition-2-ur-5k	456	2	sib200	ur	en	refined	health	22	11	0.5000	8	0	2	1	11	0	0	0
condition-2-ur-5k	456	2	sib200	ur	en	refined	entertainment	19	4	0.2105	9	2	4	0	0	4	0	0
condition-2-ur-5k	456	2	sib200	ur	en	refined	geography	17	6	0.3529	7	2	2	0	0	0	6	0
condition-2-ur-5k	456	2	sib200	ur	ur	refined	science/technology	51	44	0.8627	44	1	1	0	0	0	0	5
condition-2-ur-5k	456	2	sib200	ur	ur	refined	travel	40	14	0.3500	15	14	8	0	1	0	0	2
condition-2-ur-5k	456	2	sib200	ur	ur	refined	politics	30	28	0.9333	1	0	28	0	0	0	0	1
condition-2-ur-5k	456	2	sib200	ur	ur	refined	sports	25	13	0.5200	2	1	6	13	0	0	0	3
condition-2-ur-5k	456	2	sib200	ur	ur	refined	health	22	8	0.3636	7	0	3	1	8	0	0	3
condition-2-ur-5k	456	2	sib200	ur	ur	refined	entertainment	19	4	0.2105	8	0	5	0	0	4	0	2
condition-2-ur-5k	456	2	sib200	ur	ur	refined	geography	17	5	0.2941	9	0	3	0	0	0	5	0
condition-2-ur-5k	456	2	sib200	zh	en	refined	science/technology	51	48	0.9412	48	0	2	0	0	0	0	1
condition-2-ur-5k	456	2	sib200	zh	en	refined	travel	40	28	0.7000	6	28	5	0	0	0	1	0
condition-2-ur-5k	456	2	sib200	zh	en	refined	politics	30	29	0.9667	0	1	29	0	0	0	0	0
condition-2-ur-5k	456	2	sib200	zh	en	refined	sports	25	16	0.6400	2	0	2	16	4	0	1	0
condition-2-ur-5k	456	2	sib200	zh	en	refined	health	22	9	0.4091	8	0	4	1	9	0	0	0
condition-2-ur-5k	456	2	sib200	zh	en	refined	entertainment	19	5	0.2632	9	0	5	0	0	5	0	0
condition-2-ur-5k	456	2	sib200	zh	en	refined	geography	17	5	0.2941	7	3	2	0	0	0	5	0
condition-2-ur-5k	456	2	sib200	zh	ur	refined	science/technology	51	39	0.7647	39	1	6	0	0	0	0	5
condition-2-ur-5k	456	2	sib200	zh	ur	refined	travel	40	27	0.6750	1	27	9	0	0	0	2	1
condition-2-ur-5k	456	2	sib200	zh	ur	refined	politics	30	29	0.9667	0	1	29	0	0	0	0	0
condition-2-ur-5k	456	2	sib200	zh	ur	refined	sports	25	21	0.8400	0	1	2	21	0	0	0	1
condition-2-ur-5k	456	2	sib200	zh	ur	refined	health	22	7	0.3182	4	0	7	2	7	0	0	2
condition-2-ur-5k	456	2	sib200	zh	ur	refined	entertainment	19	6	0.3158	4	0	7	0	0	6	0	2
condition-2-ur-5k	456	2	sib200	zh	ur	refined	geography	17	8	0.4706	4	1	3	0	0	0	8	1
condition-5-es-5k	42	1	sib200	en	en	refined	science/technology	51	51	1.0000	51	0	0	0	0	0	0	0
condition-5-es-5k	42	1	sib200	en	en	refined	travel	40	17	0.4250	20	17	0	0	2	0	1	0
condition-5-es-5k	42	1	sib200	en	en	refined	politics	30	17	0.5667	12	0	17	0	0	0	1	0
condition-5-es-5k	42	1	sib200	en	en	refined	sports	25	16	0.6400	5	0	0	16	3	1	0	0
condition-5-es-5k	42	1	sib200	en	en	refined	health	22	4	0.1818	17	0	0	1	4	0	0	0
condition-5-es-5k	42	1	sib200	en	en	refined	entertainment	19	10	0.5263	9	0	0	0	0	10	0	0
condition-5-es-5k	42	1	sib200	en	en	refined	geography	17	7	0.4118	10	0	0	0	0	0	7	0
condition-5-es-5k	42	1	sib200	en	es	refined	science/technology	51	51	1.0000	51	0	0	0	0	0	0	0
condition-5-es-5k	42	1	sib200	en	es	refined	travel	40	5	0.1250	17	5	3	0	0	15	0	0
condition-5-es-5k	42	1	sib200	en	es	refined	politics	30	19	0.6333	10	0	19	0	0	0	0	1
condition-5-es-5k	42	1	sib200	en	es	refined	sports	25	8	0.3200	9	0	0	8	2	6	0	0
condition-5-es-5k	42	1	sib200	en	es	refined	health	22	8	0.3636	12	0	0	0	8	0	0	2
condition-5-es-5k	42	1	sib200	en	es	refined	entertainment	19	15	0.7895	4	0	0	0	0	15	0	0
condition-5-es-5k	42	1	sib200	en	es	refined	geography	17	0	0.0000	10	0	0	0	0	1	0	6
condition-5-es-5k	42	1	sib200	es	en	refined	science/technology	51	50	0.9804	50	0	0	0	0	0	0	1
condition-5-es-5k	42	1	sib200	es	en	refined	travel	40	13	0.3250	24	13	0	0	1	1	1	0
condition-5-es-5k	42	1	sib200	es	en	refined	politics	30	19	0.6333	11	0	19	0	0	0	0	0
condition-5-es-5k	42	1	sib200	es	en	refined	sports	25	13	0.5200	7	1	0	13	4	0	0	0
condition-5-es-5k	42	1	sib200	es	en	refined	health	22	3	0.1364	17	0	1	1	3	0	0	0
condition-5-es-5k	42	1	sib200	es	en	refined	entertainment	19	10	0.5263	9	0	0	0	0	10	0	0
condition-5-es-5k	42	1	sib200	es	en	refined	geography	17	5	0.2941	12	0	0	0	0	0	5	0
condition-5-es-5k	42	1	sib200	es	es	refined	science/technology	51	50	0.9804	50	0	0	0	0	1	0	0
condition-5-es-5k	42	1	sib200	es	es	refined	travel	40	10	0.2500	13	10	4	0	1	11	0	1
condition-5-es-5k	42	1	sib200	es	es	refined	politics	30	18	0.6000	11	0	18	0	0	0	0	1
condition-5-es-5k	42	1	sib200	es	es	refined	sports	25	7	0.2800	13	0	0	7	0	5	0	0
condition-5-es-5k	42	1	sib200	es	es	refined	health	22	7	0.3182	14	0	0	0	7	0	0	1
condition-5-es-5k	42	1	sib200	es	es	refined	entertainment	19	15	0.7895	4	0	0	0	0	15	0	0
condition-5-es-5k	42	1	sib200	es	es	refined	geography	17	0	0.0000	10	0	0	0	0	2	0	5
condition-5-es-5k	42	1	sib200	ur	en	refined	science/technology	51	49	0.9608	49	0	0	0	0	1	0	1
condition-5-es-5k	42	1	sib200	ur	en	refined	travel	40	2	0.0500	28	2	0	0	1	6	2	1
condition-5-es-5k	42	1	sib200	ur	en	refined	politics	30	19	0.6333	11	0	19	0	0	0	0	0
condition-5-es-5k	42	1	sib200	ur	en	refined	sports	25	14	0.5600	11	0	0	14	0	0	0	0
condition-5-es-5k	42	1	sib200	ur	en	refined	health	22	2	0.0909	18	0	1	1	2	0	0	0
condition-5-es-5k	42	1	sib200	ur	en	refined	entertainment	19	11	0.5789	8	0	0	0	0	11	0	0
condition-5-es-5k	42	1	sib200	ur	en	refined	geography	17	5	0.2941	12	0	0	0	0	0	5	0
condition-5-es-5k	42	1	sib200	ur	es	refined	science/technology	51	50	0.9804	50	0	0	0	0	1	0	0
condition-5-es-5k	42	1	sib200	ur	es	refined	travel	40	8	0.2000	21	8	0	0	1	10	0	0
condition-5-es-5k	42	1	sib200	ur	es	refined	politics	30	15	0.5000	15	0	15	0	0	0	0	0
condition-5-es-5k	42	1	sib200	ur	es	refined	sports	25	3	0.1200	15	0	0	3	3	3	0	1
condition-5-es-5k	42	1	sib200	ur	es	refined	health	22	9	0.4091	11	0	0	0	9	0	0	2
condition-5-es-5k	42	1	sib200	ur	es	refined	entertainment	19	13	0.6842	6	0	0	0	0	13	0	0
condition-5-es-5k	42	1	sib200	ur	es	refined	geography	17	0	0.0000	14	0	0	0	0	0	0	3
condition-5-es-5k	42	1	sib200	zh	en	refined	science/technology	51	49	0.9608	49	0	0	0	0	0	0	2
condition-5-es-5k	42	1	sib200	zh	en	refined	travel	40	17	0.4250	18	17	0	0	0	1	4	0
condition-5-es-5k	42	1	sib200	zh	en	refined	politics	30	23	0.7667	6	1	23	0	0	0	0	0
condition-5-es-5k	42	1	sib200	zh	en	refined	sports	25	17	0.6800	3	0	0	17	3	2	0	0
condition-5-es-5k	42	1	sib200	zh	en	refined	health	22	6	0.2727	15	0	0	1	6	0	0	0
condition-5-es-5k	42	1	sib200	zh	en	refined	entertainment	19	9	0.4737	9	0	1	0	0	9	0	0
condition-5-es-5k	42	1	sib200	zh	en	refined	geography	17	4	0.2353	13	0	0	0	0	0	4	0
condition-5-es-5k	42	1	sib200	zh	es	refined	science/technology	51	51	1.0000	51	0	0	0	0	0	0	0
condition-5-es-5k	42	1	sib200	zh	es	refined	travel	40	5	0.1250	15	5	2	0	2	15	0	1
condition-5-es-5k	42	1	sib200	zh	es	refined	politics	30	26	0.8667	2	0	26	0	0	1	0	1
condition-5-es-5k	42	1	sib200	zh	es	refined	sports	25	6	0.2400	7	0	0	6	4	6	0	2
condition-5-es-5k	42	1	sib200	zh	es	refined	health	22	16	0.7273	6	0	0	0	16	0	0	0
condition-5-es-5k	42	1	sib200	zh	es	refined	entertainment	19	16	0.8421	3	0	0	0	0	16	0	0
condition-5-es-5k	42	1	sib200	zh	es	refined	geography	17	0	0.0000	8	0	0	0	0	1	0	8
condition-5-es-5k	42	2	sib200	en	en	refined	science/technology	51	50	0.9804	50	0	1	0	0	0	0	0
condition-5-es-5k	42	2	sib200	en	en	refined	travel	40	28	0.7000	7	28	4	0	0	0	1	0
condition-5-es-5k	42	2	sib200	en	en	refined	politics	30	29	0.9667	1	0	29	0	0	0	0	0
condition-5-es-5k	42	2	sib200	en	en	refined	sports	25	16	0.6400	1	1	5	16	1	1	0	0
condition-5-es-5k	42	2	sib200	en	en	refined	health	22	6	0.2727	13	0	2	1	6	0	0	0
condition-5-es-5k	42	2	sib200	en	en	refined	entertainment	19	5	0.2632	10	2	2	0	0	5	0	0
condition-5-es-5k	42	2	sib200	en	en	refined	geography	17	9	0.5294	8	0	0	0	0	0	9	0
condition-5-es-5k	42	2	sib200	en	es	refined	science/technology	51	51	1.0000	51	0	0	0	0	0	0	0
condition-5-es-5k	42	2	sib200	en	es	refined	travel	40	6	0.1500	32	6	1	0	0	1	0	0
condition-5-es-5k	42	2	sib200	en	es	refined	politics	30	10	0.3333	20	0	10	0	0	0	0	0
condition-5-es-5k	42	2	sib200	en	es	refined	sports	25	5	0.2000	19	0	0	5	0	0	0	1
condition-5-es-5k	42	2	sib200	en	es	refined	health	22	1	0.0455	21	0	0	0	1	0	0	0
condition-5-es-5k	42	2	sib200	en	es	refined	entertainment	19	3	0.1579	16	0	0	0	0	3	0	0
condition-5-es-5k	42	2	sib200	en	es	refined	geography	17	0	0.0000	15	0	0	0	0	0	0	2
condition-5-es-5k	42	2	sib200	es	en	refined	science/technology	51	50	0.9804	50	0	1	0	0	0	0	0
condition-5-es-5k	42	2	sib200	es	en	refined	travel	40	23	0.5750	9	23	8	0	0	0	0	0
condition-5-es-5k	42	2	sib200	es	en	refined	politics	30	30	1.0000	0	0	30	0	0	0	0	0
condition-5-es-5k	42	2	sib200	es	en	refined	sports	25	14	0.5600	4	1	4	14	2	0	0	0
condition-5-es-5k	42	2	sib200	es	en	refined	health	22	4	0.1818	15	0	2	1	4	0	0	0
condition-5-es-5k	42	2	sib200	es	en	refined	entertainment	19	5	0.2632	9	1	4	0	0	5	0	0
condition-5-es-5k	42	2	sib200	es	en	refined	geography	17	6	0.3529	10	1	0	0	0	0	6	0
condition-5-es-5k	42	2	sib200	es	es	refined	science/technology	51	51	1.0000	51	0	0	0	0	0	0	0
condition-5-es-5k	42	2	sib200	es	es	refined	travel	40	4	0.1000	36	4	0	0	0	0	0	0
condition-5-es-5k	42	2	sib200	es	es	refined	politics	30	11	0.3667	19	0	11	0	0	0	0	0
condition-5-es-5k	42	2	sib200	es	es	refined	sports	25	2	0.0800	22	0	0	2	0	0	0	1
condition-5-es-5k	42	2	sib200	es	es	refined	health	22	0	0.0000	22	0	0	0	0	0	0	0
condition-5-es-5k	42	2	sib200	es	es	refined	entertainment	19	1	0.0526	18	0	0	0	0	1	0	0
condition-5-es-5k	42	2	sib200	es	es	refined	geography	17	0	0.0000	17	0	0	0	0	0	0	0
condition-5-es-5k	42	2	sib200	ur	en	refined	science/technology	51	49	0.9608	49	0	2	0	0	0	0	0
condition-5-es-5k	42	2	sib200	ur	en	refined	travel	40	13	0.3250	6	13	17	0	0	0	4	0
condition-5-es-5k	42	2	sib200	ur	en	refined	politics	30	29	0.9667	1	0	29	0	0	0	0	0
condition-5-es-5k	42	2	sib200	ur	en	refined	sports	25	16	0.6400	4	0	4	16	1	0	0	0
condition-5-es-5k	42	2	sib200	ur	en	refined	health	22	4	0.1818	14	0	3	1	4	0	0	0
condition-5-es-5k	42	2	sib200	ur	en	refined	entertainment	19	6	0.3158	9	0	4	0	0	6	0	0
condition-5-es-5k	42	2	sib200	ur	en	refined	geography	17	11	0.6471	5	0	1	0	0	0	11	0
condition-5-es-5k	42	2	sib200	ur	es	refined	science/technology	51	51	1.0000	51	0	0	0	0	0	0	0
condition-5-es-5k	42	2	sib200	ur	es	refined	travel	40	9	0.2250	28	9	1	0	0	2	0	0
condition-5-es-5k	42	2	sib200	ur	es	refined	politics	30	8	0.2667	22	0	8	0	0	0	0	0
condition-5-es-5k	42	2	sib200	ur	es	refined	sports	25	6	0.2400	17	0	0	6	2	0	0	0
condition-5-es-5k	42	2	sib200	ur	es	refined	health	22	3	0.1364	19	0	0	0	3	0	0	0
condition-5-es-5k	42	2	sib200	ur	es	refined	entertainment	19	2	0.1053	17	0	0	0	0	2	0	0
condition-5-es-5k	42	2	sib200	ur	es	refined	geography	17	0	0.0000	16	0	0	0	0	0	0	1
condition-5-es-5k	42	2	sib200	zh	en	refined	science/technology	51	50	0.9804	50	0	1	0	0	0	0	0
condition-5-es-5k	42	2	sib200	zh	en	refined	travel	40	24	0.6000	6	24	7	0	0	0	3	0
condition-5-es-5k	42	2	sib200	zh	en	refined	politics	30	28	0.9333	0	1	28	0	0	0	1	0
condition-5-es-5k	42	2	sib200	zh	en	refined	sports	25	15	0.6000	2	0	4	15	3	0	1	0
condition-5-es-5k	42	2	sib200	zh	en	refined	health	22	4	0.1818	15	0	2	1	4	0	0	0
condition-5-es-5k	42	2	sib200	zh	en	refined	entertainment	19	7	0.3684	9	0	3	0	0	7	0	0
condition-5-es-5k	42	2	sib200	zh	en	refined	geography	17	8	0.4706	9	0	0	0	0	0	8	0
condition-5-es-5k	42	2	sib200	zh	es	refined	science/technology	51	51	1.0000	51	0	0	0	0	0	0	0
condition-5-es-5k	42	2	sib200	zh	es	refined	travel	40	8	0.2000	28	8	1	0	1	2	0	0
condition-5-es-5k	42	2	sib200	zh	es	refined	politics	30	16	0.5333	13	1	16	0	0	0	0	0
condition-5-es-5k	42	2	sib200	zh	es	refined	sports	25	7	0.2800	15	0	0	7	1	1	0	1
condition-5-es-5k	42	2	sib200	zh	es	refined	health	22	4	0.1818	18	0	0	0	4	0	0	0
condition-5-es-5k	42	2	sib200	zh	es	refined	entertainment	19	8	0.4211	11	0	0	0	0	8	0	0
condition-5-es-5k	42	2	sib200	zh	es	refined	geography	17	0	0.0000	14	0	0	0	0	0	0	3
condition-5-ur-5k	42	1	sib200	en	en	refined	science/technology	51	50	0.9804	50	0	0	0	0	0	0	1
condition-5-ur-5k	42	1	sib200	en	en	refined	travel	40	25	0.6250	11	25	0	1	2	0	1	0
condition-5-ur-5k	42	1	sib200	en	en	refined	politics	30	22	0.7333	8	0	22	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	en	en	refined	sports	25	18	0.7200	3	0	0	18	3	1	0	0
condition-5-ur-5k	42	1	sib200	en	en	refined	health	22	10	0.4545	10	0	1	1	10	0	0	0
condition-5-ur-5k	42	1	sib200	en	en	refined	entertainment	19	13	0.6842	5	1	0	0	0	13	0	0
condition-5-ur-5k	42	1	sib200	en	en	refined	geography	17	5	0.2941	11	1	0	0	0	0	5	0
condition-5-ur-5k	42	1	sib200	en	ur	refined	science/technology	51	50	0.9804	50	0	1	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	en	ur	refined	travel	40	13	0.3250	22	13	5	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	en	ur	refined	politics	30	30	1.0000	0	0	30	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	en	ur	refined	sports	25	1	0.0400	16	0	5	1	0	0	0	3
condition-5-ur-5k	42	1	sib200	en	ur	refined	health	22	0	0.0000	19	0	3	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	en	ur	refined	entertainment	19	2	0.1053	15	0	2	0	0	2	0	0
condition-5-ur-5k	42	1	sib200	en	ur	refined	geography	17	0	0.0000	14	1	1	0	0	0	0	1
condition-5-ur-5k	42	1	sib200	es	en	refined	science/technology	51	50	0.9804	50	0	0	0	0	0	0	1
condition-5-ur-5k	42	1	sib200	es	en	refined	travel	40	21	0.5250	15	21	3	0	1	0	0	0
condition-5-ur-5k	42	1	sib200	es	en	refined	politics	30	27	0.9000	3	0	27	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	es	en	refined	sports	25	18	0.7200	4	0	0	18	3	0	0	0
condition-5-ur-5k	42	1	sib200	es	en	refined	health	22	11	0.5000	9	0	1	1	11	0	0	0
condition-5-ur-5k	42	1	sib200	es	en	refined	entertainment	19	10	0.5263	8	0	0	0	1	10	0	0
condition-5-ur-5k	42	1	sib200	es	en	refined	geography	17	5	0.2941	11	1	0	0	0	0	5	0
condition-5-ur-5k	42	1	sib200	es	ur	refined	science/technology	51	51	1.0000	51	0	0	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	es	ur	refined	travel	40	12	0.3000	21	12	7	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	es	ur	refined	politics	30	29	0.9667	0	0	29	0	0	0	0	1
condition-5-ur-5k	42	1	sib200	es	ur	refined	sports	25	0	0.0000	15	0	8	0	0	0	0	2
condition-5-ur-5k	42	1	sib200	es	ur	refined	health	22	0	0.0000	19	0	3	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	es	ur	refined	entertainment	19	0	0.0000	13	0	5	0	0	0	0	1
condition-5-ur-5k	42	1	sib200	es	ur	refined	geography	17	0	0.0000	17	0	0	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	ur	en	refined	science/technology	51	49	0.9608	49	0	0	0	0	1	0	1
condition-5-ur-5k	42	1	sib200	ur	en	refined	travel	40	4	0.1000	28	4	1	0	1	4	1	1
condition-5-ur-5k	42	1	sib200	ur	en	refined	politics	30	20	0.6667	10	0	20	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	ur	en	refined	sports	25	16	0.6400	8	0	0	16	1	0	0	0
condition-5-ur-5k	42	1	sib200	ur	en	refined	health	22	5	0.2273	15	0	1	1	5	0	0	0
condition-5-ur-5k	42	1	sib200	ur	en	refined	entertainment	19	14	0.7368	5	0	0	0	0	14	0	0
condition-5-ur-5k	42	1	sib200	ur	en	refined	geography	17	2	0.1176	15	0	0	0	0	0	2	0
condition-5-ur-5k	42	1	sib200	ur	ur	refined	science/technology	51	47	0.9216	47	1	2	0	0	0	0	1
condition-5-ur-5k	42	1	sib200	ur	ur	refined	travel	40	20	0.5000	15	20	2	0	0	0	0	3
condition-5-ur-5k	42	1	sib200	ur	ur	refined	politics	30	29	0.9667	1	0	29	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	ur	ur	refined	sports	25	4	0.1600	20	0	0	4	0	0	0	1
condition-5-ur-5k	42	1	sib200	ur	ur	refined	health	22	0	0.0000	20	0	2	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	ur	ur	refined	entertainment	19	1	0.0526	17	0	1	0	0	1	0	0
condition-5-ur-5k	42	1	sib200	ur	ur	refined	geography	17	0	0.0000	15	0	0	0	0	0	0	2
condition-5-ur-5k	42	1	sib200	zh	en	refined	science/technology	51	48	0.9412	48	0	1	0	0	0	0	2
condition-5-ur-5k	42	1	sib200	zh	en	refined	travel	40	23	0.5750	10	23	2	0	2	1	2	0
condition-5-ur-5k	42	1	sib200	zh	en	refined	politics	30	27	0.9000	2	1	27	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	zh	en	refined	sports	25	18	0.7200	3	0	0	18	4	0	0	0
condition-5-ur-5k	42	1	sib200	zh	en	refined	health	22	13	0.5909	8	0	0	1	13	0	0	0
condition-5-ur-5k	42	1	sib200	zh	en	refined	entertainment	19	11	0.5789	7	1	0	0	0	11	0	0
condition-5-ur-5k	42	1	sib200	zh	en	refined	geography	17	4	0.2353	13	0	0	0	0	0	4	0
condition-5-ur-5k	42	1	sib200	zh	ur	refined	science/technology	51	49	0.9608	49	1	1	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	zh	ur	refined	travel	40	23	0.5750	11	23	6	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	zh	ur	refined	politics	30	29	0.9667	0	1	29	0	0	0	0	0
condition-5-ur-5k	42	1	sib200	zh	ur	refined	sports	25	1	0.0400	21	0	2	1	0	0	0	1
condition-5-ur-5k	42	1	sib200	zh	ur	refined	health	22	0	0.0000	17	0	4	0	0	0	0	1
condition-5-ur-5k	42	1	sib200	zh	ur	refined	entertainment	19	1	0.0526	15	0	3	0	0	1	0	0
condition-5-ur-5k	42	1	sib200	zh	ur	refined	geography	17	0	0.0000	15	1	1	0	0	0	0	0
condition-5-ur-5k	42	2	sib200	en	en	refined	science/technology	51	50	0.9804	50	0	1	0	0	0	0	0
condition-5-ur-5k	42	2	sib200	en	en	refined	travel	40	26	0.6500	7	26	6	0	0	0	1	0
condition-5-ur-5k	42	2	sib200	en	en	refined	politics	30	30	1.0000	0	0	30	0	0	0	0	0
condition-5-ur-5k	42	2	sib200	en	en	refined	sports	25	14	0.5600	1	1	7	14	1	1	0	0
condition-5-ur-5k	42	2	sib200	en	en	refined	health	22	6	0.2727	14	0	1	1	6	0	0	0
condition-5-ur-5k	42	2	sib200	en	en	refined	entertainment	19	4	0.2105	11	2	2	0	0	4	0	0
condition-5-ur-5k	42	2	sib200	en	en	refined	geography	17	9	0.5294	8	0	0	0	0	0	9	0
condition-5-ur-5k	42	2	sib200	en	ur	refined	science/technology	51	47	0.9216	47	1	1	0	0	0	0	2
condition-5-ur-5k	42	2	sib200	en	ur	refined	travel	40	30	0.7500	5	30	1	1	0	0	0	3
condition-5-ur-5k	42	2	sib200	en	ur	refined	politics	30	28	0.9333	0	0	28	0	0	0	0	2
condition-5-ur-5k	42	2	sib200	en	ur	refined	sports	25	8	0.3200	3	1	4	8	0	0	0	9
condition-5-ur-5k	42	2	sib200	en	ur	refined	health	22	3	0.1364	13	0	5	1	3	0	0	0
condition-5-ur-5k	42	2	sib200	en	ur	refined	entertainment	19	2	0.1053	6	1	5	0	0	2	0	5
condition-5-ur-5k	42	2	sib200	en	ur	refined	geography	17	0	0.0000	9	1	3	0	0	0	0	4
condition-5-ur-5k	42	2	sib200	es	en	refined	science/technology	51	50	0.9804	50	0	1	0	0	0	0	0
condition-5-ur-5k	42	2	sib200	es	en	refined	travel	40	23	0.5750	8	23	9	0	0	0	0	0
condition-5-ur-5k	42	2	sib200	es	en	refined	politics	30	30	1.0000	0	0	30	0	0	0	0	0
condition-5-ur-5k	42	2	sib200	es	en	refined	sports	25	13	0.5200	2	1	7	13	2	0	0	0
condition-5-ur-5k	42	2	sib200	es	en	refined	health	22	6	0.2727	12	0	3	1	6	0	0	0
condition-5-ur-5k	42	2	sib200	es	en	refined	entertainment	19	5	0.2632	9	1	4	0	0	5	0	0
condition-5-ur-5k	42	2	sib200	es	en	refined	geography	17	7	0.4118	10	0	0	0	0	0	7	0
condition-5-ur-5k	42	2	sib200	es	ur	refined	science/technology	51	46	0.9020	46	1	3	0	0	0	0	1
condition-5-ur-5k	42	2	sib200	es	ur	refined	travel	40	26	0.6500	6	26	3	0	0	1	0	4
condition-5-ur-5k	42	2	sib200	es	ur	refined	politics	30	29	0.9667	0	0	29	0	0	0	0	1
condition-5-ur-5k	42	2	sib200	es	ur	refined	sports	25	10	0.4000	3	0	4	10	0	0	0	8
condition-5-ur-5k	42	2	sib200	es	ur	refined	health	22	3	0.1364	12	0	4	1	3	0	0	2
condition-5-ur-5k	42	2	sib200	es	ur	refined	entertainment	19	1	0.0526	7	0	6	0	0	1	0	5
condition-5-ur-5k	42	2	sib200	es	ur	refined	geography	17	0	0.0000	10	1	2	0	0	0	0	4
condition-5-ur-5k	42	2	sib200	ur	en	refined	science/technology	51	48	0.9412	48	0	2	0	0	1	0	0
condition-5-ur-5k	42	2	sib200	ur	en	refined	travel	40	5	0.1250	9	5	20	0	0	3	3	0
condition-5-ur-5k	42	2	sib200	ur	en	refined	politics	30	29	0.9667	1	0	29	0	0	0	0	0
condition-5-ur-5k	42	2	sib200	ur	en	refined	sports	25	15	0.6000	3	0	7	15	0	0	0	0
condition-5-ur-5k	42	2	sib200	ur	en	refined	health	22	3	0.1364	13	0	5	1	3	0	0	0
condition-5-ur-5k	42	2	sib200	ur	en	refined	entertainment	19	9	0.4737	6	0	4	0	0	9	0	0
condition-5-ur-5k	42	2	sib200	ur	en	refined	geography	17	7	0.4118	8	0	2	0	0	0	7	0
condition-5-ur-5k	42	2	sib200	ur	ur	refined	science/technology	51	38	0.7451	38	1	3	0	0	0	0	9
condition-5-ur-5k	42	2	sib200	ur	ur	refined	travel	40	25	0.6250	6	25	2	0	0	0	0	7
condition-5-ur-5k	42	2	sib200	ur	ur	refined	politics	30	28	0.9333	0	0	28	0	0	0	0	2
condition-5-ur-5k	42	2	sib200	ur	ur	refined	sports	25	17	0.6800	2	0	3	17	0	0	0	3
condition-5-ur-5k	42	2	sib200	ur	ur	refined	health	22	3	0.1364	11	0	5	1	3	0	0	2
condition-5-ur-5k	42	2	sib200	ur	ur	refined	entertainment	19	1	0.0526	7	0	3	1	0	1	0	7
condition-5-ur-5k	42	2	sib200	ur	ur	refined	geography	17	0	0.0000	7	0	2	0	0	0	0	8
condition-5-ur-5k	42	2	sib200	zh	en	refined	science/technology	51	47	0.9216	47	0	4	0	0	0	0	0
condition-5-ur-5k	42	2	sib200	zh	en	refined	travel	40	21	0.5250	4	21	13	0	0	0	2	0
condition-5-ur-5k	42	2	sib200	zh	en	refined	politics	30	29	0.9667	0	1	29	0	0	0	0	0
condition-5-ur-5k	42	2	sib200	zh	en	refined	sports	25	18	0.7200	1	0	5	18	0	0	1	0
condition-5-ur-5k	42	2	sib200	zh	en	refined	health	22	9	0.4091	8	0	4	1	9	0	0	0
condition-5-ur-5k	42	2	sib200	zh	en	refined	entertainment	19	6	0.3158	7	0	5	0	0	6	1	0
condition-5-ur-5k	42	2	sib200	zh	en	refined	geography	17	7	0.4118	7	1	2	0	0	0	7	0
condition-5-ur-5k	42	2	sib200	zh	ur	refined	science/technology	51	40	0.7843	40	1	9	0	0	0	0	1
condition-5-ur-5k	42	2	sib200	zh	ur	refined	travel	40	25	0.6250	4	25	9	0	0	1	0	1
condition-5-ur-5k	42	2	sib200	zh	ur	refined	politics	30	29	0.9667	0	1	29	0	0	0	0	0
