benchmark	first_line	total	correct	wrong_label	parse_fail	multiline	n_cells	pred	match_via
xnli	Hypothesis: His lordship was a mute	1	0	0	1	0	1		none
xnli	Hypothesis: I haven’t spoken to his lord	1	0	0	1	0	1		none
xnli	Hypothesis: I spoke to his lordship just	1	0	0	1	0	1		none
xnli	Hypothesis: Lord Julian dressed hurriedly in his	1	0	0	1	0	1		none
xnli	Hypothesis: Perforce Bishop did not put on	1	0	0	1	0	1		none
xnli	Hypothesis: The country is not a sovereign one	1	0	0	1	0	1		none
xnli	Hypothesis: We were told this.	1	0	0	1	0	1		none
xnli	Hypothesis: He raised his voice.	1	0	0	1	0	1		none
xnli	Hypothesis: Lord Julian got off the Arabella	1	0	0	1	0	1		none
xnli	Hypothesis: He was speaking in a Russian accent	1	0	0	1	0	1		none
xnli	Hypothesis: His accents were unbelievable when he spoke	1	0	0	1	0	1		none
xnli	Hypothesis: Peter is hated by the Bishop.	1	0	0	1	0	1		none
xnli	Hypothesis: He had wished him a good morning	1	0	0	1	0	1		none
xnli	Hypothesis: Neither one of us knows Colonel	1	0	0	1	0	1		none
xnli	Hypothesis: We are acquainted with Colonel Bishop	1	0	0	1	0	1		none
xnli	Hypothesis: Pitt wore a shirt and breeches	1	0	0	1	0	1		none
xnli	Hypothesis: Pitt wore a white shirt and brown	1	0	0	1	0	1		none
xnli	Hypothesis: I had never known Peter to be	1	0	0	1	0	1		none
xnli	Hypothesis: Three white ships came.	1	0	0	1	0	1		none
xnli	Hypothesis: The opportunity was then and now.	1	0	0	1	0	1		none
xnli	Hypothesis: He was told beforehand of Lord Julian	1	0	0	1	0	1		none
xnli	Hypothesis: They never misunderstood each other.	1	0	0	1	0	1		none
xnli	Hypothesis: Lord Julian had ridden his companion.	1	0	0	1	0	1		none
xnli	Hypothesis: The companion of Lord Julian was a	1	0	0	1	0	1		none
xnli	Hypothesis: Lord Julian was standing on Captain Blood	1	0	0	1	0	1		none
xnli	Hypothesis: He drinks blood.	1	0	0	1	0	1		none
xnli	It is true.	1	0	0	1	0	1		none
xnli	Hypothesis: Blood got into a boat.	1	0	0	1	0	1		none
xnli	Hypothesis: Blood got into a purple boat.	1	0	0	1	0	1		none
xnli	Hypothesis: Miss Bishop was wearing red shoes.	1	0	0	1	0	1		none
xnli	Ogle,  said he, in a voice	1	0	0	1	0	1		none
xnli	Hypothesis: Polar bears are attracted to changing leaves	1	0	0	1	0	1		none
xnli	Hypothesis: You can see polar bears in the	1	0	0	1	0	1		none
xnli	New Brunswick became a province because it had enough people	1	0	0	1	0	1		none
xnli	New Brunswick was a province in 178	1	0	0	1	0	1		none
xnli	Hypothesis: The water and the beach are always	1	0	0	1	0	1		none
xnli	Hypothesis: The water and the beach may be	1	0	0	1	0	1		none
xnli	None of the skyscrapers on the Golden	1	0	0	1	0	1		none
xnli	Hypothesis: Kids will like the exhibits about boats	1	0	0	1	0	1		none
xnli	Hypothesis: The kids will like being able to	1	0	0	1	0	1		none
xnli	Hypothesis: Glasgow Lakes trail is considered to be	1	0	0	1	0	1		none
xnli	Hypothesis: They used to own five hundred miles	1	0	0	1	0	1		none
xnli	Hypothesis: Kublai Khan erected a capital in Taiwan	1	0	0	1	0	1		none
xnli	Hypothesis: Kublai Khan has treasures in Beijing.	1	0	0	1	0	1		none
xnli	Hypothesis: Kublai Khan was a well respected man	1	0	0	1	0	1		none
xnli	Hypothesis: The Na Pali Coast is an	1	0	0	1	0	1		none
xnli	Hypothesis: Eastern European Jews assimilate well with	1	0	0	1	0	1		none
xnli	توثیق، تضاد، یا غیر جان	1	0	0	1	0	1		none
xnli	Hypothesis: He is buried more than 2	1	0	0	1	0	1		none
xnli	Hypothesis: He was an important public figure.	1	0	0	1	0	1		none
xnli	Hypothesis: His burial vaults are made from	1	0	0	1	0	1		none
xnli	Hypothesis: Greece population was glad that the country	1	0	0	1	0	1		none
xnli	Hypothesis: Greece's entry into the Common Market	1	0	0	1	0	1		none
xnli	Hypothesis: Sea temperature are always changing, but	1	0	0	1	0	1		none
xnli	Hypothesis: Sea temperatures are always at one fixed	1	0	0	1	0	1		none
xnli	Hypothesis: See temperatures are higher during the day	1	0	0	1	0	1		none
xnli	Hypothesis: There is a total of three protected	1	0	0	1	0	1		none
xnli	Hypothesis: The Poble Espanyol is fun	1	0	0	1	0	1		none
xnli	Hypothesis: The building does not have a slide	1	0	0	1	0	1		none
xnli	Hypothesis: The building has a 3D	1	0	0	1	0	1		none
xnli	Hypothesis: The Dora Stratou Folk Dance Theater	1	0	0	1	0	1		none
xnli	Hypothesis: The auditorium on Philopap	1	0	0	1	0	1		none
xnli	Hypothesis: There will be dance activities on Phil	1	0	0	1	0	1		none
xnli	Hypothesis: You will see photographs.	1	0	0	1	0	1		none
xnli	Hypothesis: You will see some of the first	1	0	0	1	0	1		none
xnli	Hypothesis: The church had a $1,	1	0	0	1	0	1		none
xnli	Hypothesis: The church is a very modern style	1	0	0	1	0	1		none
xnli	Hypothesis: The church looks like Baroque style.	1	0	0	1	0	1		none
xnli	Hypothesis: The collection has a few European and	1	0	0	1	0	1		none
xnli	Hypothesis: The collection has no European and Puerto	1	0	0	1	0	1		none
xnli	تو، یہ ہے۔	1	0	0	1	0	1		none
xnli	Hypothesis: Bona is the home of the	1	0	0	1	0	1		none
xnli	Hypothesis: The kecak dance is not from	1	0	0	1	0	1		none
xnli	Nevada Fall is a great place to avoid crowds.	1	0	0	1	0	1		none
xnli	Hypothesis: Balza's home and Delac	1	0	0	1	0	1		none
xnli	Hypothesis: Balzac's home and Delac	1	0	0	1	0	1		none
xnli	Balzac's home and Delacroix's studio	1	0	0	1	0	1		none
xnli	Hypothesis: Otto Frank got captured on the second	1	0	0	1	0	1		none
xnli	Hypothesis: Otto Frank hid for more than	1	0	0	1	0	1		none
xnli	Hypothesis: Otto Frank hid until the Nazis found	1	0	0	1	0	1		none
xnli	Hypothesis: You will like the tea kettles	1	0	0	1	0	1		none
xnli	Hypothesis: It never happens again.	1	0	0	1	0	1		none
xnli	Coniera is in the Sant Antoni Bay.	1	0	0	1	0	1		none
xnli	Hypothesis: The music is mainly flutes.	1	0	0	1	0	1		none
xnli	Hypothesis: The snare drum is in all	1	0	0	1	0	1		none
xnli	Hypothesis: The ocean has little paths that are	1	0	0	1	0	1		none
xnli	Hypothesis: The sea has lanes leading to it	1	0	0	1	0	1		none
xnli	Hypothesis: You can only buy, not rent	1	0	0	1	0	1		none
xnli	Hypothesis: The land was hard.	1	0	0	1	0	1		none
xnli	Hypothesis: The walls have 1000 tiles	1	0	0	1	0	1		none
xnli	Hypothesis: Do not visit villages.	1	0	0	1	0	1		none
xnli	Hypothesis: Visit all of the villages.	1	0	0	1	0	1		none
xnli	Hypothesis: Visit some villages.	1	0	0	1	0	1		none
xnli	Hypothesis: We should keep the islands involved.	1	0	0	1	0	1		none
xnli	Hypothesis: The gods talked to the oracle	1	0	0	1	0	1		none
xnli	Hypothesis: Carrer dels Banys Nous is	1	0	0	1	0	1		none
xnli	Hypothesis: Whitehorse used mainly horse carriages	1	0	0	1	0	1		none
xnli	Hypothesis: Whitehorse was territorial capital.	1	0	0	1	0	1		none
xnli	Hypothesis: Whitehorse was the name of a	1	0	0	1	0	1		none
xnli	Hypothesis: Cala Mondrage is developed.	1	0	0	1	0	1		none
xnli	Hypothesis: Cala Mondrage is not developed	1	0	0	1	0	1		none
xnli	Hypothesis: Two churches can be found on the	1	0	0	1	0	1		none
xnli	Hypothesis: The statue is made entirely of marble	1	0	0	1	0	1		none
xnli	Hypothesis: The statue of the city founder was	1	0	0	1	0	1		none
xnli	Hypothesis: The statue was built in the year	1	0	0	1	0	1		none
xnli	Hypothesis: The road goes from Payangan to	1	0	0	1	0	1		none
xnli	Hypothesis: The road is 15 miles	1	0	0	1	0	1		none
xnli	Hypothesis: The road never reaches Batur.	1	0	0	1	0	1		none
xnli	Hypothesis: MIT was founded in 1861	1	0	0	1	0	1		none
xnli	اس کے جواب میں، ہم کہہ سکتے ہیں کہ	1	0	0	1	0	1		none
xnli	The Perak Tong was built by a Buddhist.	1	0	0	1	0	1		none
xnli	Hypothesis: Kodaly kerend is decorate with	1	0	0	1	0	1		none
xnli	The Kodaly Kerend is decorated with Classical g	1	0	0	1	0	1		none
xnli	Hypothesis: The Kodaly kerend is not	1	0	0	1	0	1		none
xnli	Hypothesis: The Rejan is crystal-clear	1	0	0	1	0	1		none
xnli	Hypothesis: The Rejan is over 3	1	0	0	1	0	1		none
xnli	The Megaron is a concert hall.	1	0	0	1	0	1		none
xnli	The Megaron is the biggest concert hall in the	1	0	0	1	0	1		none
xnli	Hypothesis: The watergate tapes have never been	1	0	0	1	0	1		none
xnli	Hypothesis: You can hear the Watergate tape	1	0	0	1	0	1		none
xnli	The theater is towards the south side.	1	0	0	1	0	1		none
xnli	Hypothesis: The building had no basement.	1	0	0	1	0	1		none
xnli	Hypothesis: The building was over the SS guard	1	0	0	1	0	1		none
xnli	Hypothesis: The art project is really fascinating.	1	0	0	1	0	1		none
xnli	Hypothesis: This is a fascinating project.	1	0	0	1	0	1		none
xnli	Hypothesis: There are 29 waterways in	1	0	0	1	0	1		none
xnli	Hypothesis: The phone line is manned by	1	0	0	1	0	1		none
xnli	Hypothesis: The phone line is manned on	1	0	0	1	0	1		none
xnli	Hypothesis: The phone line is open 2	1	0	0	1	0	1		none
xnli	Hypothesis: There are 90 steps.	1	0	0	1	0	1		none
xnli	Hypothesis: There are just 3 steps.	1	0	0	1	0	1		none
xnli	Hypothesis: The buses alternate which stop they end	1	0	0	1	0	1		none
xnli	Hypothesis: The buses always stop at Isid	1	0	0	1	0	1		none
xnli	Hypothesis: The buses top at one of two	1	0	0	1	0	1		none
xnli	Hypothesis: Cheap clothes are for sale in Lal	1	0	0	1	0	1		none
xnli	Hypothesis: Laleli has the most expensive clothes	1	0	0	1	0	1		none
xnli	Hypothesis: The indoor skating rinks opened	1	0	0	1	0	1		none
xnli	Hypothesis: Caldas de Monchique serves	1	0	0	1	0	1		none
xnli	Hypothesis: There are woods around Caldas de	1	0	0	1	0	1		none
xnli	Hypothesis: The cruise is much longer than it	1	0	0	1	0	1		none
xnli	Hypothesis: The cruise is two hours long.	1	0	0	1	0	1		none
xnli	Hypothesis: The cruise only last 17	1	0	0	1	0	1		none
xnli	Hypothesis: There have never been pirates in the	1	0	0	1	0	1		none
xnli	Hypothesis: There were pirates in the Carrib	1	0	0	1	0	1		none
xnli	Hypothesis: The tourism people want to give the	1	0	0	1	0	1		none
xnli	Hypothesis: They want to keep the name the	1	0	0	1	0	1		none
xnli	Hypothesis: The Palace of Fine Arts is all	1	0	0	1	0	1		none
xnli	Hypothesis: The Palace of Fine Arts was restored	1	0	0	1	0	1		none
xnli	Hypothesis: Number 8 was a little white	1	0	0	1	0	1		none
xnli	Hypothesis: The wall goes up and down the	1	0	0	1	0	1		none
xnli	Hypothesis: The museum focuses on toys.	1	0	0	1	0	1		none
xnli	Hypothesis: The museum has 1000 cars	1	0	0	1	0	1		none
xnli	Hypothesis: The museum has antique cars.	1	0	0	1	0	1		none
xnli	Hypothesis: The Maritime Museum has 10	1	0	0	1	0	1		none
xnli	Hypothesis: Porcelain is less than furniture	1	0	0	1	0	1		none
xnli	Hypothesis: Porcelain used to be even	1	0	0	1	0	1		none
xnli	Hypothesis: Porcelain was more than furniture	1	0	0	1	0	1		none
xnli	Hypothesis: Pok-Ta-Pok has	1	0	0	1	0	1		none
xnli	Hypothesis: The street has a lot of hotels	1	0	0	1	0	1		none
xnli	Hypothesis: The Caste War involved the May	1	0	0	1	0	1		none
xnli	Hypothesis: They have 2000 monkeys there	1	0	0	1	0	1		none
xnli	Hypothesis: They have monkeys there.	1	0	0	1	0	1		none
xnli	Hypothesis: They are decorated with sequins and	1	0	0	1	0	1		none
xnli	Hypothesis: They are decorated.	1	0	0	1	0	1		none
xnli	Premise اور hypothesis کے درمیان کوئی تعلق نہیں ہے	1	0	0	1	0	1		none
xnli	Hypothesis: Xlapak has 20	1	0	0	1	0	1		none
xnli	Hypothesis: Xlapak has one palace.	1	0	0	1	0	1		none
xnli	Hypothesis: Xlapak is a palace that	1	0	0	1	0	1		none
xnli	Hypothesis: Potter's Cay is a very small	1	0	0	1	0	1		none
xnli	Hypothesis: Rum never has fruit flavors added.	1	0	0	1	0	1		none
xnli	Hypothesis: There are fruity rums.	1	0	0	1	0	1		none
xnli	Hypothesis: There are rums made of any	1	0	0	1	0	1		none
xnli	Hypothesis: The Indian culture uses ball games as	1	0	0	1	0	1		none
xnli	Hypothesis: They haven't discovered open spaces since	1	0	0	1	0	1		none
xnli	Hypothesis: They play ball in Indian culture.	1	0	0	1	0	1		none
xnli	Hypothesis: The terrain has caves.	1	0	0	1	0	1		none
xnli	Hypothesis: The terrain has slopes.	1	0	0	1	0	1		none
xnli	Hypothesis: Museums are laid out well.	1	0	0	1	0	1		none
xnli	Hypothesis: The playing location is a one hour	1	0	0	1	0	1		none
xnli	Hypothesis: The security group averages 9 sessions	1	0	0	1	0	1		none
xnli	Hypothesis: Organizations have no idea how to manage	1	0	0	1	0	1		none
xnli	Hypothesis: Organizations manage their data by hiring data	1	0	0	1	0	1		none
xnli	Hypothesis: Organizations manage their information resources in several	1	0	0	1	0	1		none
xnli	Hypothesis: Title 7 deals with air travel	1	0	0	1	0	1		none
xnli	Hypothesis: Title 7 deals with travel claims	1	0	0	1	0	1		none
xnli	Hypothesis: Title 7 is about cookies.	1	0	0	1	0	1		none
xnli	Hypothesis: Case files are only allowed to be	1	0	0	1	0	1		none
xnli	Hypothesis: Case files can be put in Chinese	1	0	0	1	0	1		none
xnli	Hypothesis: Case files can be put in other	1	0	0	1	0	1		none
xnli	Hypothesis: C-R functions can be pooled	1	0	0	1	0	1		none
xnli	Hypothesis: C-R functions must work separately	1	0	0	1	0	1		none
xnli	Hypothesis: They deleted the computer files from the	1	0	0	1	0	1		none
xnli	Hypothesis: They deleted the original computer files.	1	0	0	1	0	1		none
xnli	Hypothesis: They kept all the original files.	1	0	0	1	0	1		none
xnli	Hypothesis: The workshare services are in more	1	0	0	1	0	1		none
xnli	Hypothesis: The workshare services have varying supply	1	0	0	1	0	1		none
xnli	Hypothesis: The representative visited for an hour.	1	0	0	1	0	1		none
xnli	There was a visit by a representative.	1	0	0	1	0	1		none
xnli	Hypothesis: We never got a visit.	1	0	0	1	0	1		none
xnli	Hypothesis: The SAB talked about it.	1	0	0	1	0	1		none
xnli	Hypothesis: The cost of basic mail is required	1	0	0	1	0	1		none
xnli	Hypothesis: You can guess than the worksharing	1	0	0	1	0	1		none
xnli	Hypothesis: Then they could show how the design	1	0	0	1	0	1		none
xnli	Hypothesis: SC worked together.	1	0	0	1	0	1		none
xnli	Hypothesis: The CIO said which work was	1	0	0	1	0	1		none
xnli	یہ ایک پیش کش ہے، جو کہ ایک اص	1	0	0	1	0	1		none
xnli	Hypothesis: The commercial companies use prototypes.	1	0	0	1	0	1		none
xnli	Hypothesis: Capital cities are the best places for	1	0	0	1	0	1		none
xnli	Hypothesis: Organizations always outsource the work.	1	0	0	1	0	1		none
xnli	Hypothesis: Organizations decide if they are going to	1	0	0	1	0	1		none
xnli	Hypothesis: ALl the data is from different	1	0	0	1	0	1		none
xnli	Hypothesis: Principle XII deals with capital development	1	0	0	1	0	1		none
xnli	2000 was a great year for Congress.	1	0	0	1	0	1		none
xnli	Hypothesis: People need IT workers to help install	1	0	0	1	0	1		none
xnli	ہم زیادہ دقت سے نشانہ لگانا س	1	0	0	1	0	1		none
xnli	ہم ہر سال فنڈ ریزنگ ہدف حاصل	1	0	0	1	0	1		none
xnli	Hypothesis: GAO is an entity that requires	1	0	0	1	0	1		none
xnli	Hypothesis: Postal density doesn't influence costs at	1	0	0	1	0	1		none
xnli	Hypothesis: Postal density has twice the impact	1	0	0	1	0	1		none
xnli	Hypothesis: Postal density impacts delivery costs more	1	0	0	1	0	1		none
xnli	Hypothesis: We shouldn't even discuss the limits of	1	0	0	1	0	1		none
xnli	Hypothesis: it is important to show the limits	1	0	0	1	0	1		none
xnli	Hypothesis: Keeping physical receipts is one way to	1	0	0	1	0	1		none
xnli	Hypothesis: The audited entity can take corrective	1	0	0	1	0	1		none
xnli	Hypothesis: The Bar Foundation hired the consultant using	1	0	0	1	0	1		none
xnli	Hypothesis: The Bar Foundation was assisted by funds	1	0	0	1	0	1		none
xnli	Hypothesis: Group and individual therapy are two types	1	0	0	1	0	1		none
xnli	Hypothesis: The device helps companies make 1	1	0	0	1	0	1		none
xnli	Hypothesis: The device helps companies make subsidiaries	1	0	0	1	0	1		none
xnli	چاؤز کا معاملہ کولورادو	1	0	0	1	0	1		none
xnli	Hypothesis: The list just says who bought the	1	0	0	1	0	1		none
xnli	Hypothesis: The list tells that the voucher was	1	0	0	1	0	1		none
xnli	Hypothesis: The list tells who approved the voucher	1	0	0	1	0	1		none
xnli	Hypothesis: The lending fund is always guaranteed	1	0	0	1	0	1		none
xnli	Hypothesis: Appendix A shows the names of the	1	0	0	1	0	1		none
xnli	Hypothesis: The Appendix A shows the time that	1	0	0	1	0	1		none
xnli	Hypothesis: The Appendix A shows the time.	1	0	0	1	0	1		none
xnli	Hypothesis: The commission can make any recommendation that	1	0	0	1	0	1		none
xnli	یہ اصول تین الگ الگ کتابوں میں بیان	1	0	0	1	0	1		none
xnli	Hypothesis: Interventions should never be done in	1	0	0	1	0	1		none
xnli	Hypothesis: Better security can improve workplace efficiency by	1	0	0	1	0	1		none
xnli	یہ عمل متعدد طریقوں سے حفاظت میں اض	1	0	0	1	0	1		none
xnli	Reimbursements are tracked every year by H	1	0	0	1	0	1		none
xnli	Hypothesis: The computer and printing systems required to	1	0	0	1	0	1		none
xnli	Hypothesis: They said it was important to be	1	0	0	1	0	1		none
xnli	Hypothesis: Federal finance organizations have had new demands	1	0	0	1	0	1		none
xnli	Hypothesis: These demands have required a twenty percent	1	0	0	1	0	1		none
xnli	Hypothesis: Efforts were taken to help institute	1	0	0	1	0	1		none
xnli	Hypothesis: Each ZIP Code is served by only	1	0	0	1	0	1		none
xnli	Hypothesis: There is no limit for mercury,	1	0	0	1	0	1		none
xnli	Hypothesis: They limit mercury for seafood.	1	0	0	1	0	1		none
xnli	Hypothesis: They limit mercury.	1	0	0	1	0	1		none
xnli	Hypothesis: The federal agents have adequate human capital	1	0	0	1	0	1		none
xnli	Hypothesis: 900 MWe units	1	0	0	1	0	1		none
xnli	Hypothesis: The units burn less sulfur bituminous	1	0	0	1	0	1		none
xnli	Hypothesis: The units do not burn sulfur bit	1	0	0	1	0	1		none
xnli	Hypothesis: Five different short-term studies were analyzed	1	0	0	1	0	1		none
xnli	Hypothesis: Only data collected from long term studies	1	0	0	1	0	1		none
xnli	Hypothesis: Short term studies were used in some	1	0	0	1	0	1		none
xnli	Hypothesis: There are other features that could also	1	0	0	1	0	1		none
xnli	Hypothesis: Leading organizations use a hybrid model.	1	0	0	1	0	1		none
xnli	Hypothesis: Efficient allocation of resources is important for	1	0	0	1	0	1		none
xnli	Hypothesis: The CIO is not involved in	1	0	0	1	0	1		none
xnli	Hypothesis: The CIO organization usually has a	1	0	0	1	0	1		none
xnli	Hypothesis: The data was assessed to be entirely	1	0	0	1	0	1		none
xnli	Hypothesis: The Health Resources and Services Administration is	1	0	0	1	0	1		none
xnli	Hypothesis: There is a Substance Abuse and Mental	1	0	0	1	0	1		none
xnli	Hypothesis: Dissaving is spending more than you	1	0	0	1	0	1		none
xnli	Hypothesis: Dissaving is very common in America	1	0	0	1	0	1		none
xnli	Hypothesis: Travelers do not have to list	1	0	0	1	0	1		none
xnli	Hypothesis: Allenbrand and Drews are prosecut	1	0	0	1	0	1		none
xnli	Hypothesis: It takes 17 months to	1	0	0	1	0	1		none
xnli	Hypothesis: It takes 4 months from start	1	0	0	1	0	1		none
xnli	Hypothesis: There are 1,312 residential	1	0	0	1	0	1		none
xnli	Hypothesis: There are more residential routes than business	1	0	0	1	0	1		none
xnli	یہ خوش آمدید پیکج ٹیکساس	1	0	0	1	0	1		none
xnli	یہ خوش آمدید پیکجز ان لوگوں کو	1	0	0	1	0	1		none
xnli	یہ ایک خوش آمدید پیک ہے جس کو ٹ	1	0	0	1	0	1		none
xnli	Hypothesis: The bypass will send gas to the	1	0	0	1	0	1		none
xnli	Hypothesis: No reports on pilot programs were submitted	1	0	0	1	0	1		none
xnli	Hypothesis: There were forty-44 pilot project	1	0	0	1	0	1		none
xnli	Hypothesis: It is not possible to modify the	1	0	0	1	0	1		none
xnli	Hypothesis: It will take over a year to	1	0	0	1	0	1		none
xnli	Hypothesis: France does not have a postal service	1	0	0	1	0	1		none
xnli	Hypothesis: France has a lower volume of postal	1	0	0	1	0	1		none
xnli	Hypothesis: On that page you can also find	1	0	0	1	0	1		none
xnli	Hypothesis: There are details at www.he	1	0	0	1	0	1		none
xnli	Hypothesis: These are all the details available.	1	0	0	1	0	1		none
xnli	Hypothesis: Both processes can occur at the same	1	0	0	1	0	1		none
xnli	Hypothesis: No one has the authority to prescribe	1	0	0	1	0	1		none
xnli	Hypothesis: The Secretary to the Administrator has many	1	0	0	1	0	1		none
xnli	Hypothesis: The Secretary to the Administrator of N	1	0	0	1	0	1		none
xnli	Hypothesis: The group has meetings every month.	1	0	0	1	0	1		none
xnli	Hypothesis: Federal employees agree to the same terms	1	0	0	1	0	1		none
xnli	61--Federal employees may be covered by	1	0	0	1	0	1		none
xnli	Hypothesis: The appendix has all the route data	1	0	0	1	0	1		none
xnli	Hypothesis: The appendix is empty, and there	1	0	0	1	0	1		none
xnli	Hypothesis: The data is shown according to the	1	0	0	1	0	1		none
xnli	Hypothesis: The demographic data helped the schools.	1	0	0	1	0	1		none
xnli	Hypothesis: Location specific C-R functions are	1	0	0	1	0	1		none
xnli	Hypothesis: Some trusts have revolving funds.	1	0	0	1	0	1		none
xnli	Hypothesis: Trusts never have revolving funds.	1	0	0	1	0	1		none
xnli	Hypothesis: Any more than eight months is excessive	1	0	0	1	0	1		none
xnli	Hypothesis: The total time is less than	1	0	0	1	0	1		none
xnli	Hypothesis: There is IT planning.	1	0	0	1	0	1		none
xnli	Hypothesis: There is not IT planning.	1	0	0	1	0	1		none
xnli	Hypothesis: They think about what computers to buy	1	0	0	1	0	1		none
xnli	Hypothesis: The National Mail Count only tracked packages	1	0	0	1	0	1		none
xnli	Hypothesis: The National Mail Count studied mail.	1	0	0	1	0	1		none
xnli	Hypothesis: The National Mail count keep track of	1	0	0	1	0	1		none
xnli	Hypothesis: HIC made feedback changes.	1	0	0	1	0	1		none
xnli	Hypothesis: HIC made no feedback changes.	1	0	0	1	0	1		none
xnli	Hypothesis: HIC sent out surveys.	1	0	0	1	0	1		none
xnli	ہم GAO میں بہت سے بہتری کے ع	1	0	0	1	0	1		none
xnli	Hypothesis: There is not one solution to alcohol	1	0	0	1	0	1		none
xnli	Hypothesis: The implementation of SCR on a combustion	1	0	0	1	0	1		none
xnli	Hypothesis: The opposing counsel and the court will	1	0	0	1	0	1		none
xnli	community legal education is a crucial service provided by L	1	0	0	1	0	1		none
xnli	Hypothesis: The AICPA's has been	1	0	0	1	0	1		none
xnli	Hypothesis: Value- enhancement has never been on	1	0	0	1	0	1		none
xnli	Hypothesis: Business processes are not static; they	1	0	0	1	0	1		none
xnli	Hypothesis: New training programs have to be created	1	0	0	1	0	1		none
xnli	Hypothesis: An al Qaeda member went to	1	0	0	1	0	1		none
xnli	Hypothesis: A second wave of attacks was planned	1	0	0	1	0	1		none
xnli	Hypothesis: After the first wave of attacks,	1	0	0	1	0	1		none
xnli	Hypothesis: The second wave of attacks would have	1	0	0	1	0	1		none
xnli	Hypothesis: There was communication coming from American	1	0	0	1	0	1		none
xnli	Hypothesis: There was communication from American 1	1	0	0	1	0	1		none
xnli	Hypothesis: There was never any communication from American	1	0	0	1	0	1		none
xnli	Hypothesis: Officers got their own assignments.	1	0	0	1	0	1		none
xnli	Hypothesis: The OIPR screen processes some	1	0	0	1	0	1		none
xnli	Hypothesis: Communication worked really well on 9	1	0	0	1	0	1		none
xnli	Hypothesis: People had a hard time communicating at	1	0	0	1	0	1		none
xnli	Hypothesis: The FAA air traffic control data	1	0	0	1	0	1		none
xnli	Hypothesis: All terrorism matters are given the top	1	0	0	1	0	1		none
xnli	Hypothesis: All terrorism matters get the same label	1	0	0	1	0	1		none
xnli	Hypothesis: Each terrorism matter is judged and graded	1	0	0	1	0	1		none
xnli	Hypothesis: Nobody remained in the North Tower after	1	0	0	1	0	1		none
xnli	یہ افسر، جو جنوبی ٹاور	1	0	0	1	0	1		none
xnli	Hypothesis: They were briefed on the current	1	0	0	1	0	1		none
xnli	Hypothesis: The Counterterorist Center was involved	1	0	0	1	0	1		none
xnli	Hypothesis: There is a detailed record kept of	1	0	0	1	0	1		none
xnli	Hypothesis: There is a record kept of computer	1	0	0	1	0	1		none
xnli	Hypothesis: There is no record help for the	1	0	0	1	0	1		none
xnli	Hypothesis: Al Qaeda didn't receive any money	1	0	0	1	0	1		none
xnli	Hypothesis: Congressional leaders may or may not have	1	0	0	1	0	1		none
xnli	Hypothesis: Congressional leaders received briefings at least	1	0	0	1	0	1		none
xnli	Hypothesis: Ashcroft was interested in the	1	0	0	1	0	1		none
xnli	Hage was interrogated by FBI agents.	1	0	0	1	0	1		none
xnli	Hypothesis: Hage was never interrogated by	1	0	0	1	0	1		none
xnli	Hypothesis: Each company consisted of twenty three fire	1	0	0	1	0	1		none
xnli	Hypothesis: No interviews were recorded concerning the actions	1	0	0	1	0	1		none
xnli	Hypothesis: There were several companies of FDNY	1	0	0	1	0	1		none
xnli	Hypothesis: Fire alarms were not installed in	1	0	0	1	0	1		none
xnli	Hypothesis: Information about the fire alarm was recorded	1	0	0	1	0	1		none
xnli	Hypothesis: Everyone showed up for Flight 9	1	0	0	1	0	1		none
xnli	Hypothesis: Seven passengers missed Flight 9.	1	0	0	1	0	1		none
xnli	Hypothesis: There were passengers that didn't show up	1	0	0	1	0	1		none
xnli	Hypothesis: Computer aided dispatch reports were prepared for	1	0	0	1	0	1		none
xnli	Hypothesis: Computer aided dispatch systems were not in	1	0	0	1	0	1		none
xnli	Hypothesis: These dispatch reports were delayed because of	1	0	0	1	0	1		none
xnli	Hypothesis: Ed Ballinger refused to provide any	1	0	0	1	0	1		none
xnli	Hypothesis: Since then joint work has improved in	1	0	0	1	0	1		none
xnli	Hypothesis: The financial markets were closed for at	1	0	0	1	0	1		none
xnli	Hypothesis: James Steinberg testified that more sharing	1	0	0	1	0	1		none
xnli	Hypothesis: James Steinberg was adamant that	1	0	0	1	0	1		none
xnli	Hypothesis: Some people were trained near Kand	1	0	0	1	0	1		none
xnli	Hypothesis: We interviewed a total of fifteen subjects	1	0	0	1	0	1		none
xnli	Hypothesis: The FBI has an office in Paris	1	0	0	1	0	1		none
xnli	Hypothesis: Dave sent an email to John on	1	0	0	1	0	1		none
xnli	Hypothesis: Dave was on vacation in the entire	1	0	0	1	0	1		none
xnli	Hypothesis: The Intelligence reports on the KSM	1	0	0	1	0	1		none
xnli	Hypothesis: There are no documents containing information about	1	0	0	1	0	1		none
xnli	Hypothesis: The controllers were not looking for primary	1	0	0	1	0	1		none
xnli	Hypothesis: The Thai authorities had watchlisted the	1	0	0	1	0	1		none
xnli	Hypothesis: There is an easy explanation for the	1	0	0	1	0	1		none
xnli	یہ ایک پیش گوئی ہے کہ کونڈلی	1	0	0	1	0	1		none
xnli	Hypothesis: NYPD helicopters were using the SOD	1	0	0	1	0	1		none
xnli	Hypothesis: Nobody was using the citywide SOD	1	0	0	1	0	1		none
xnli	None of the Port Authority employees stayed on the upper	1	0	0	1	0	1		none
xnli	Hypothesis: Civilian interview 14 was	1	0	0	1	0	1		none
